TM1,Score1,vs,TM2,Score2,week
MIN,23,-,NYJ,17,5
BAL,41,-,CIN,38,5
HOU,23,-,BUF,20,5
CHI,36,-,CAR,10,5
WAS,34,-,CLE,13,5
JAC,37,-,IND,34,5
MIA,15,-,NE,10,5
ARI,24,-,SF,23,5
DEN,34,-,LV,18,5
GB,24,-,LAR,19,5
NYG,29,-,SEA,20,5
DAL,20,-,PIT,17,5
KC,26,-,NO,13,5
SF,36,-,SEA,24,6
CHI,35,-,JAC,16,6
GB,34,-,ARI,13,6
PHI,20,-,CLE,16,6
HOU,41,-,NE,21,6
IND,20,-,TEN,17,6
TB,51,-,NO,27,6
BAL,30,-,WAS,23,6
LAC,23,-,DEN,16,6
PIT,32,-,LV,13,6
ATL,38,-,CAR,20,6
DET,47,-,DAL,9,6
CIN,17,-,NYG,7,6
BUF,23,-,NYJ,20,6
DEN,33,-,NO,10,7
JAC,32,-,NE,16,7
CIN,21,-,CLE,14,7
DET,31,-,MIN,29,7
GB,24,-,HOU,22,7
IND,16,-,MIA,10,7
PHI,28,-,NYG,3,7
SEA,34,-,ATL,14,7
BUF,34,-,TEN,10,7
WAS,40,-,CAR,7,7
LAR,20,-,LV,15,7
KC,28,-,SF,18,7
PIT,37,-,NYJ,15,7
BAL,41,-,TB,31,7
ARI,17,-,LAC,15,7
LAR,30,-,MIN,20,8
ATL,31,-,TB,26,8
ARI,28,-,MIA,27,8
CLE,29,-,BAL,24,8
GB,30,-,JAC,27,8
HOU,23,-,IND,20,8
NE,25,-,NYJ,22,8
PHI,37,-,CIN,17,8
DET,52,-,TEN,14,8
LAC,26,-,NO,8,8
BUF,31,-,SEA,10,8
DEN,28,-,CAR,14,8
WAS,18,-,CHI,15,8
KC,27,-,LV,20,8
SF,30,-,DAL,24,8
PIT,26,-,NYG,18,8
NYJ,21,-,HOU,13,9
ATL,27,-,DAL,21,9
BAL,41,-,DEN,10,9
LAC,27,-,CLE,10,9
CIN,41,-,LV,24,9
BUF,30,-,MIA,27,9
TEN,20,-,NE,17,9
CAR,23,-,NO,22,9
WAS,27,-,NYG,22,9
ARI,29,-,CHI,9,9
PHI,28,-,JAC,23,9
DET,24,-,GB,14,9
LAR,26,-,SEA,20,9
MIN,21,-,IND,13,9
KC,30,-,TB,24,9
BAL,35,-,CIN,34,10
CAR,20,-,NYG,17,10
BUF,30,-,IND,20,10
NO,20,-,ATL,17,10
KC,16,-,DEN,14,10
MIN,12,-,JAC,7,10
NE,19,-,CHI,3,10
PIT,28,-,WAS,27,10
SF,23,-,TB,20,10
LAC,27,-,TEN,17,10
ARI,31,-,NYJ,6,10
PHI,34,-,DAL,6,10
DET,26,-,HOU,23,10
MIA,23,-,LAR,15,10
PHI,26,-,WAS,18,11
NO,35,-,CLE,14,11
PIT,18,-,BAL,16,11
GB,20,-,CHI,19,11
IND,28,-,NYJ,27,11
DET,52,-,JAC,6,11
LAR,28,-,NE,22,11
MIA,34,-,LV,19,11
MIN,23,-,TEN,13,11
DEN,38,-,ATL,6,11
SEA,20,-,SF,17,11
BUF,30,-,KC,21,11
LAC,34,-,CIN,27,11
HOU,34,-,DAL,10,11
CLE,24,-,PIT,19,12
DET,24,-,IND,6,12
DAL,34,-,WAS,26,12
KC,30,-,CAR,27,12
MIN,30,-,CHI,27,12
MIA,34,-,NE,15,12
TB,30,-,NYG,7,12
TEN,32,-,HOU,27,12
DEN,29,-,LV,19,12
SEA,16,-,ARI,6,12
GB,38,-,SF,10,12
PHI,37,-,LAR,20,12
BAL,30,-,LAC,23,12
DET,23,-,CHI,20,13
DAL,27,-,NYG,20,13
GB,30,-,MIA,17,13
KC,19,-,LV,17,13
HOU,23,-,JAC,20,13
MIN,23,-,ARI,22,13
IND,25,-,NE,24,13
LAC,17,-,ATL,13,13
PIT,44,-,CIN,38,13
SEA,26,-,NYJ,21,13
WAS,42,-,TEN,19,13
LAR,21,-,NO,14,13
TB,26,-,CAR,23,13
PHI,24,-,BAL,19,13
BUF,35,-,SF,10,13
DEN,41,-,CLE,32,13
DET,34,-,GB,31,14
PHI,22,-,CAR,16,14
MIN,42,-,ATL,21,14
PIT,27,-,CLE,14,14
JAC,10,-,TEN,6,14
TB,28,-,LV,13,14
NO,14,-,NYG,11,14
MIA,32,-,NYJ,26,14
SEA,30,-,ARI,18,14
LAR,44,-,BUF,42,14
SF,38,-,CHI,13,14
KC,19,-,LAC,17,14
CIN,27,-,DAL,20,14
LAR,12,-,SF,6,15
BAL,35,-,NYG,14,15
CIN,37,-,TEN,27,15
DAL,30,-,CAR,14,15
KC,21,-,CLE,7,15
HOU,20,-,MIA,12,15
NYJ,32,-,JAC,25,15
WAS,20,-,NO,19,15
BUF,48,-,DET,42,15
DEN,31,-,IND,13,15
ARI,30,-,NE,17,15
PHI,27,-,PIT,13,15
TB,40,-,LAC,17,15
GB,30,-,SEA,13,15
MIN,30,-,CHI,12,15
ATL,15,-,LV,9,15
LAC,34,-,DEN,27,16
KC,27,-,HOU,19,16
BAL,34,-,PIT,17,16
CAR,36,-,ARI,30,16
CIN,24,-,CLE,6,16
DET,34,-,CHI,17,16
LAR,19,-,NYJ,9,16
ATL,34,-,NYG,7,16
WAS,36,-,PHI,33,16
IND,38,-,TEN,30,16
MIN,27,-,SEA,24,16
LV,19,-,JAC,14,16
BUF,24,-,NE,21,16
MIA,29,-,SF,17,16
DAL,26,-,TB,24,16
GB,34,-,NO,0,16
KC,29,-,PIT,10,17
BAL,31,-,HOU,2,17
SEA,6,-,CHI,3,17
LAC,40,-,NE,7,17
CIN,30,-,DEN,24,17
LAR,13,-,ARI,9,17
TB,48,-,CAR,14,17
PHI,41,-,DAL,7,17
NYG,45,-,IND,33,17
LV,25,-,NO,10,17
BUF,40,-,NYJ,14,17
JAC,20,-,TEN,13,17
MIA,20,-,CLE,3,17
MIN,27,-,GB,25,17
WAS,30,-,ATL,24,17
DET,40,-,SF,34,17
BAL,35,-,CLE,10,18
CIN,19,-,PIT,17,18
NE,23,-,BUF,16,18
CAR,44,-,ATL,38,18
CHI,24,-,GB,22,18
HOU,23,-,TEN,14,18
IND,26,-,JAC,23,18
TB,27,-,NO,19,18
PHI,20,-,NYG,13,18
WAS,23,-,DAL,19,18
DEN,38,-,KC,0,18
LAC,34,-,LV,20,18
NYJ,32,-,MIA,20,18
SEA,30,-,LAR,25,18
ARI,47,-,SF,24,18
DET,31,-,MIN,9,18
HOU,32,-,LAC,12,19
BAL,28,-,PIT,14,19
BUF,31,-,DEN,7,19
PHI,22,-,GB,10,19
WAS,23,-,TB,20,19
LAR,27,-,MIN,9,19
KC,23,-,HOU,14,20
WAS,45,-,DET,31,20
PHI,28,-,LAR,22,20
BUF,27,-,BAL,25,20
PHI,55,-,WAS,23,21
KC,32,-,BUF,29,21
